0.45,,0.6,,0.7,,0.8,,0.9,,0.95,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
-5.179400584035097,0.0144503529115525,-4.18473462528976,0.03196593219827548,-3.5382017521052904,0.0433510587346575,-3.3889635429638005,-0.07728749360271081,-3.1402970532774663,-0.07290859878102651,-3.040830457402933,-0.07115704085235564
-3.7165979271406644,13.969331315392623,-3.0212130086017916,16.816707673192127,-2.8458054292822172,12.505466776503923,-1.929034535796097,23.122535161157003,-1.8290698406355972,21.521830159090698,-1.1111171929094752,31.765597760195284
-2.328165325173993,27.183303274044903,-1.83290137360457,33.8484190821289,-2.0788474748829335,25.092162051950098,-1.038088174520854,36.82081288708745,-0.789728207472038,37.81131889575218,-0.4924012490797489,41.268018467988895
-0.7905328293955218,40.3999025695902,-0.6066767198793626,48.90853309760281,-1.1136843199986863,40.02441233863087,-0.07235028969126134,49.904074835312485,-0.1955723899734263,46.327174600220566,0.0029010178193633607,47.809868386842496
0.17715913724824706,47.19660416706577,0.397357336975114,58.78753876006118,0.0011001973239466167,53.60336518067045,0.8195922701559155,60.397439441253,0.32451989523494085,53.11599418701711,0.47341326640922166,54.104748637753175
1.5921059473602082,55.1105807782938,1.538502801124281,67.55955981159804,1.6379693969988143,67.5613113695267,1.2906409333614306,64.96659724293833,0.9935438669472791,60.77030233531933,1.092895516832744,61.141851560939145
3.181885606846402,60.562304831289374,2.904022835936493,74.48653353001868,2.953986025851899,73.74781397360071,2.82984435765718,73.12929508003796,1.737474308203037,67.439797038225,1.7376275695217966,66.94673348130347
4.474242519616078,62.865494035124186,4.3449474395780925,78.8262372430478,3.848495712788287,75.98236400110565,4.4953351086102735,75.00762201379897,2.805245915996375,72.26599596594312,2.457534299062095,70.90394073165857
5.369384409492348,63.06615689032782,5.202597779352962,79.64257271018009,4.718560219382628,76.86055135759422,5.63931590715648,74.65796726228757,3.650367142962704,73.39027721141028,3.3023873187205943,72.8910832017384
5.978808885872315,62.460555736489034,5.762116538812059,79.59079227891368,5.688359529159332,76.87762904739878,,,4.520699856864875,73.40560334328617,4.222453330560031,72.90728511257863
,,,,,,,,5.714643845326485,72.31722903535682,5.341874002775123,71.571065357742
